condition_id,model,pmse_mean,pmse_std,n
20,gbrt,0.12334139220081589,,1
20,hist_gbrt,0.1638435426221967,,1
20,knn,0.2156370620153681,,1
20,lasso,0.04780032858252525,,1
20,rf,0.1561819315149538,,1
20,ridge,0.04708829149603844,,1
21,elastic_net,0.49010995030403137,,1
21,extra_trees,0.6503654180312741,,1
21,gbrt,0.6831766973774134,,1
21,hist_gbrt,0.6590325969339529,,1
21,knn,0.6535370006963332,,1
21,lasso,0.4895329177379608,,1
21,rf,0.7191649855693519,,1
21,ridge,0.4881160259246826,,1
22,elastic_net,0.2638309895992279,,1
22,extra_trees,0.4675677454700179,,1
22,gbrt,0.43206380499035224,,1
22,hist_gbrt,0.4097671352965755,,1
22,knn,0.5966376489979566,,1
22,lasso,0.2625497579574585,,1
22,rf,0.5229695962760332,,1
22,ridge,0.2632528841495514,,1
23,elastic_net,0.14647766947746277,,1
23,extra_trees,0.23558747314114964,,1
23,gbrt,0.22778990940705154,,1
23,hist_gbrt,0.20475551698814412,,1
23,knn,0.35909361721629096,,1
23,lasso,0.14673158526420593,,1
23,rf,0.2769661972103324,,1
23,ridge,0.14619357883930206,,1
24,elastic_net,0.42904767394065857,,1
24,extra_trees,0.27250717828265386,,1
24,gbrt,0.2558858458287248,,1
24,hist_gbrt,0.23233613612291135,,1
24,knn,0.35105766949953293,,1
24,lasso,0.4287875294685364,,1
24,rf,0.3113984476460954,,1
24,ridge,0.4288514256477356,,1
25,elastic_net,0.1650233119726181,,1
25,extra_trees,0.4442703506753959,,1
25,gbrt,0.3499579912685553,,1
25,hist_gbrt,0.32453491646862487,,1
25,knn,0.46386610856444394,,1
25,lasso,0.1650119125843048,,1
25,rf,0.47608742274927784,,1
25,ridge,0.16518765687942505,,1
26,elastic_net,0.10706491768360138,,1
26,extra_trees,0.2190421564549282,,1
26,gbrt,0.1738345421220982,,1
26,hist_gbrt,0.1674613296567451,,1
26,knn,0.28911151137961905,,1
26,lasso,0.10641565173864365,,1
26,rf,0.24156981294644966,,1
26,ridge,0.10674511641263962,,1
27,elastic_net,0.3848647177219391,,1
27,extra_trees,0.4707317780308644,,1
27,gbrt,0.48942454882567554,,1
27,hist_gbrt,0.520130033636646,,1
27,knn,0.5071669566396939,,1
27,lasso,0.38490575551986694,,1
27,rf,0.48021168137273124,,1
27,ridge,0.3848240077495575,,1
28,elastic_net,0.10160798579454422,,1
28,extra_trees,0.20354339280727593,,1
28,gbrt,0.19685020705000356,,1
28,hist_gbrt,0.18409938932149067,,1
28,knn,0.2755158460179542,,1
28,lasso,0.10111425817012787,,1
28,rf,0.21710679821308956,,1
28,ridge,0.09470554441213608,,1
29,elastic_net,0.2620377540588379,,1
29,extra_trees,0.4628943322219273,,1
29,gbrt,0.35163030367744713,,1
29,hist_gbrt,0.32596783880895225,,1
29,knn,0.622221007178291,,1
29,lasso,0.26234954595565796,,1
29,rf,0.5138676562503356,,1
29,ridge,0.26327431201934814,,1
30,elastic_net,0.2116878777742386,,1
30,extra_trees,0.4761001885736458,,1
30,gbrt,0.4971604784449592,,1
30,hist_gbrt,0.3996929465026532,,1
30,knn,0.5363833632415421,,1
30,lasso,0.21187061071395874,,1
30,rf,0.53424209300717,,1
30,ridge,0.2143758237361908,,1
31,elastic_net,0.0022457074373960495,,1
31,extra_trees,0.20886347316428627,,1
31,gbrt,0.18231122633116473,,1
31,hist_gbrt,0.17164105771530408,,1
31,knn,0.3210748338901487,,1
31,lasso,0.0035276212729513645,,1
31,rf,0.2549787103893676,,1
31,ridge,0.005984118208289146,,1
32,elastic_net,0.22793908417224884,,1
32,extra_trees,0.36824164518991626,,1
32,gbrt,0.31316869418418347,,1
32,hist_gbrt,0.30713688655313204,,1
32,knn,0.3538025398508295,,1
32,lasso,0.22806276381015778,,1
32,rf,0.37397128542482555,,1
32,ridge,0.22801733016967773,,1
33,elastic_net,0.649700939655304,,1
33,extra_trees,0.5931129790640705,,1
